step,types,amount,oldbalanceorig,newbalanceorig,oldbalancedest,newbalancedest,isfraud,isflaggedfraud
349,1,305958.09,0.0,0.0,5370559.28,5676517.36,0,0
621,3,6502.11,34992.92,28490.8,0.0,0.0,0,0
244,1,2424380.16,2424380.16,0.0,509474.11,2933854.27,1,0
394,0,696327.01,459.0,696786.01,0.0,0.0,0,0
275,0,401467.57,18587145.29,18988612.86,1400808.32,999340.75,0,0
493,1,129110.52,0.0,0.0,902116.77,1031227.28,0,0
139,3,522.0,0.0,0.0,0.0,0.0,0,0
476,1,57956.79,58688.0,731.21,0.0,57956.79,0,0
289,4,87219.11,87219.11,0.0,0.0,0.0,1,0
379,3,14318.16,24369.0,10050.84,0.0,0.0,0,0
305,1,153937.47,0.0,0.0,565877.47,719814.93,0,0
422,4,40591.72,40591.72,0.0,0.0,0.0,1,0
189,1,126462.94,9115.0,0.0,176061.1,302524.04,0,0
229,1,275141.01,9964.0,0.0,5781228.95,6056369.96,0,0
305,1,151774.02,21220.0,0.0,751159.75,902933.77,0,0
18,0,160482.92,1082.0,161564.92,445716.09,116507.97,0,0
375,4,99658.44,0.0,0.0,1195094.11,1294752.56,0,0
14,1,270018.67,451107.05,181088.38,941958.15,1358624.04,0,0
205,1,11507.69,0.0,0.0,46618.34,58126.03,0,0
192,3,10339.68,9211.0,0.0,0.0,0.0,0,0
235,3,26716.79,965.0,0.0,0.0,0.0,0,0
217,1,3452538.75,3452538.75,0.0,2350433.08,5802971.83,1,0
132,1,216071.56,0.0,0.0,349163.31,565234.87,0,0
256,0,11435.16,282458.55,293893.71,65800.4,54365.24,0,0
251,4,360170.84,0.0,0.0,2289047.29,2649218.13,0,0
163,3,19667.07,30310.0,10642.93,0.0,0.0,0,0
228,1,201027.04,107972.0,0.0,0.0,201027.04,0,0
163,1,163294.35,163294.35,0.0,234212.42,397506.77,1,0
217,3,921.19,11669.0,10747.81,0.0,0.0,0,0
358,1,113171.97,1512.0,0.0,0.0,113171.97,0,0
186,3,2259.04,0.0,0.0,0.0,0.0,0,0
37,1,1842.0,1842.0,0.0,0.0,1842.0,1,0
140,1,212351.5,49043.0,0.0,0.0,212351.5,0,0
102,1,22025.14,22025.14,0.0,1730076.39,1752101.53,1,0
186,1,518804.41,50143.0,0.0,8489.78,527294.18,0,0
203,0,82739.48,5059568.39,5142307.86,382457.67,299718.2,0,0
648,1,398045.73,398045.73,0.0,0.0,398045.73,1,0
538,1,191824.59,0.0,0.0,853715.81,1045540.39,0,0
182,1,82228.18,0.0,0.0,866675.15,948903.34,0,0
223,4,334890.91,334890.91,0.0,0.0,0.0,1,0
232,1,43881.39,0.0,0.0,79458.36,123339.75,0,0
191,3,6572.96,12856.0,6283.04,0.0,0.0,0,0
155,0,327850.86,119272.0,447122.86,10243368.54,9915517.67,0,0
183,0,102353.69,3267800.58,3370154.27,1685958.6,1583604.91,0,0
186,1,385870.66,0.0,0.0,1011879.52,1397750.17,0,0
382,3,7264.97,51653.0,44388.03,0.0,0.0,0,0
43,4,219963.43,82431.0,0.0,674888.45,894851.88,0,0
430,1,221511.12,221511.12,0.0,201354.78,422865.9,1,0
259,1,8274020.94,8274020.94,0.0,0.0,8274020.94,1,0
307,1,45885.61,265649.0,219763.39,161961.77,207847.38,0,0
576,4,451399.66,451399.66,0.0,0.0,0.0,1,0
86,4,8931607.89,8931607.89,0.0,0.0,0.0,1,0
720,4,79039.81,79039.81,0.0,0.0,0.0,1,0
133,0,121329.86,9957.0,131286.86,0.0,0.0,0,0
47,3,1340.97,211.0,0.0,0.0,0.0,0,0
259,1,148237.95,62410.0,0.0,205541.33,353779.28,0,0
257,3,1807.74,38045.54,36237.8,0.0,0.0,0,0
42,1,387999.26,0.0,0.0,705933.4,1093932.66,0,0
378,0,210624.11,153295.0,363919.11,992792.38,782168.27,0,0
403,1,118789.69,0.0,0.0,227147.17,345936.86,0,0
185,3,31972.14,11961.0,0.0,0.0,0.0,0,0
208,3,56589.94,0.0,0.0,0.0,0.0,0,0
516,1,414794.23,414794.23,0.0,8045553.73,8460347.96,1,0
202,1,120519.48,97290.89,0.0,2831475.91,2951995.39,0,0
181,0,90986.06,1433847.68,1524833.75,1316436.55,1225450.49,0,0
40,1,60826.26,0.0,0.0,135071.53,195897.78,0,0
215,3,750.76,985.0,234.24,0.0,0.0,0,0
514,1,21694.47,0.0,0.0,34781.1,56475.57,0,0
9,3,9766.58,497185.15,487418.56,0.0,0.0,0,0
522,3,124.89,5674.0,5549.11,0.0,0.0,0,0
383,0,5288.96,4254340.8,4259629.76,1372138.86,1366849.9,0,0
422,0,519895.58,0.0,519895.58,686557.63,166662.05,0,0
351,1,451942.43,0.0,0.0,5130283.3,5582225.73,0,0
139,3,16764.92,0.0,0.0,0.0,0.0,0,0
153,0,298820.18,863920.78,1162740.96,2641342.86,2342522.68,0,0
283,3,7927.88,0.0,0.0,0.0,0.0,0,0
163,0,289028.49,516502.0,805530.49,206765.59,0.0,0,0
22,1,346704.55,346704.55,0.0,513994.79,860699.34,1,0
325,0,505319.65,5716574.58,6221894.23,1347088.06,841768.41,0,0
234,1,85775.2,6758.0,0.0,1937452.01,2023227.21,0,0
139,1,171084.04,0.0,0.0,486146.33,657230.37,0,0
284,1,275243.07,0.0,0.0,3598091.77,3873334.84,0,0
282,1,73435.69,8566.0,0.0,0.0,73435.69,0,0
546,0,83822.73,14948286.53,15032109.26,243479.97,159657.24,0,0
332,1,71695.14,23038.0,0.0,99436.85,171131.99,0,0
172,4,692984.55,692984.55,0.0,0.0,0.0,1,0
542,0,194340.34,19977.0,214317.34,4090330.91,3895990.58,0,0
566,4,2202575.1,2202575.1,0.0,0.0,0.0,1,0
141,4,1589614.75,1589614.75,0.0,0.0,0.0,1,0
308,1,113270.11,66995.0,0.0,418982.63,532252.74,0,0
375,3,11389.85,0.0,0.0,0.0,0.0,0,0
175,4,319208.14,319208.14,0.0,0.0,0.0,1,0
156,1,251884.6,53086.0,0.0,997335.16,1249219.76,0,0
208,0,78396.97,3035789.4,3114186.37,2562413.24,2802541.3,0,0
282,4,237776.59,0.0,0.0,321776.85,559553.44,0,0
332,1,85162.45,61281.0,0.0,0.0,85162.45,0,0
249,1,47128.43,49672.0,2543.57,0.0,47128.43,0,0
86,4,6972164.97,6972164.97,0.0,0.0,0.0,1,0
207,3,1064.92,0.0,0.0,0.0,0.0,0,0
187,1,222988.01,5602.0,0.0,0.0,222988.01,0,0
131,3,15.7,0.0,0.0,0.0,0.0,0,0
157,1,431356.55,431356.55,0.0,2787800.23,3219156.78,1,0
6,4,85354.69,85354.69,0.0,0.0,0.0,1,0
1,4,181.0,181.0,0.0,0.0,0.0,1,0
277,3,1096.12,0.0,0.0,0.0,0.0,0,0
307,1,222735.34,222735.34,0.0,0.0,222735.34,1,0
187,1,56702.75,74924.0,18221.25,417426.06,474128.82,0,0
355,1,204175.47,20735.0,0.0,658086.02,862261.49,0,0
258,0,91048.02,103635.0,194683.02,25413.73,0.0,0,0
329,3,37242.58,0.0,0.0,0.0,0.0,0,0
189,4,358529.2,358529.2,0.0,0.0,0.0,1,0
379,1,213548.19,470834.0,257285.81,241215.35,454763.55,0,0
526,1,377038.53,377038.53,0.0,105508.48,482547.01,1,0
39,3,5989.98,2043.64,0.0,0.0,0.0,0,0
326,4,424962.9,424962.9,0.0,0.0,0.0,1,0
372,1,171877.05,0.0,0.0,7779153.34,7951030.39,0,0
257,1,7590.43,40120.0,32529.57,1592792.04,1600382.47,0,0
8,4,176525.35,21508.0,0.0,12276.88,188802.23,0,0
52,1,7484125.12,7484125.12,0.0,62896.23,7547021.36,1,0
277,4,2392482.86,2392482.86,0.0,0.0,0.0,1,0
349,1,276698.95,5131.0,0.0,0.0,276698.95,0,0
203,1,2913787.08,2913787.08,0.0,0.0,2913787.08,1,0
164,4,1191399.72,1191399.72,0.0,0.0,0.0,1,0
2,2,3106.9,100.0,0.0,461082.25,182906.2,0,0
566,0,15409.97,296536.0,311945.97,1408433.0,1393023.03,0,0
270,1,79712.37,79712.37,0.0,1193902.33,1273614.71,1,0
378,1,181336.19,0.0,0.0,575680.49,757016.68,0,0
299,1,419591.76,24612.0,0.0,1604024.27,2023616.03,0,0
256,4,678434.97,0.0,0.0,1308089.83,1986524.81,0,0
596,4,912135.56,0.0,0.0,3101577.69,4013713.26,0,0
136,0,198160.6,395618.38,593778.98,2608639.97,2410479.37,0,0
85,4,1529614.71,1529614.71,0.0,0.0,0.0,1,0
273,4,328363.14,8975.0,0.0,0.0,328363.14,0,0
19,1,98068.54,197.0,0.0,375461.95,473530.49,0,0
404,3,2329.41,15301.0,12971.59,0.0,0.0,0,0
13,3,25220.56,118.0,0.0,0.0,0.0,0,0
284,4,435712.45,41509.0,0.0,2143135.77,2578848.22,0,0
592,4,157272.13,157272.13,0.0,0.0,0.0,1,0
684,1,537025.01,537025.01,0.0,10631848.04,11168873.06,1,0
379,4,4445514.2,4445514.2,0.0,0.0,0.0,1,0
207,1,168979.85,13442.0,0.0,8702348.45,8871328.31,0,0
171,1,2754740.54,2754740.54,0.0,1767824.71,4522565.25,1,0
226,3,21506.79,80240.0,58733.21,0.0,0.0,0,0
11,3,2550.92,0.0,0.0,0.0,0.0,0,0
42,1,34096.36,728156.0,694059.64,252436.45,286532.81,0,0
380,1,139046.77,275.0,0.0,613514.29,752561.06,0,0
306,4,850530.59,850530.59,0.0,0.0,0.0,1,0
357,3,10112.96,194.0,0.0,0.0,0.0,0,0
531,1,1312406.14,1312406.14,0.0,289086.82,1601492.96,1,0
139,3,6221.93,40089.51,33867.57,0.0,0.0,0,0
378,3,26225.65,0.0,0.0,0.0,0.0,0,0
277,0,12518.51,1791460.69,1803979.2,1749938.89,1737420.38,0,0
138,0,126883.87,1984.0,128867.87,1231407.84,1104523.97,0,0
546,0,21244.58,2704166.02,2725410.59,202146.88,180902.3,0,0
659,1,114957.74,0.0,0.0,422747.21,537704.95,0,0
36,1,445896.75,0.0,0.0,446471.76,892368.51,0,0
236,3,9615.21,25894.0,16278.79,0.0,0.0,0,0
349,3,1064.79,0.0,0.0,0.0,0.0,0,0
164,1,93460.56,0.0,0.0,682219.59,912206.6,0,0
404,1,2754759.04,2754759.04,0.0,0.0,2754759.04,1,0
188,0,325437.73,5601.0,331038.73,0.0,0.0,0,0
36,1,103056.0,103056.0,0.0,444182.13,547238.13,1,0
335,3,3919.39,201256.0,197336.61,0.0,0.0,0,0
14,0,54172.21,915132.34,969304.56,412175.98,315441.73,0,0
395,0,4024.08,30399.0,34423.08,2141574.47,2137550.39,0,0
203,1,305435.76,152.0,0.0,777060.05,1082495.81,0,0
207,0,35587.69,3526672.05,3562259.74,158383.49,122795.81,0,0
354,1,66550.0,66550.0,0.0,0.0,66550.0,1,0
436,4,591766.42,591766.42,0.0,0.0,0.0,1,0
380,3,12444.98,11015.0,0.0,0.0,0.0,0,0
330,3,38749.56,6065.0,0.0,0.0,0.0,0,0
670,4,1001446.44,1001446.44,0.0,0.0,0.0,1,0
371,0,58429.82,30470.0,88899.82,0.0,0.0,0,0
177,1,286438.33,40083.0,0.0,3695390.8,3981829.13,0,0
236,4,374172.87,13081.0,0.0,3299223.53,3673396.4,0,0
307,1,132619.86,42612.0,0.0,4274616.46,4407236.32,0,0
251,3,19292.14,130232.0,110939.86,0.0,0.0,0,0
329,3,15673.23,0.0,0.0,0.0,0.0,0,0
277,1,112636.97,1202.66,0.0,152238.71,264875.68,0,0
307,3,34319.49,0.0,0.0,0.0,0.0,0,0
139,3,34324.75,49463.0,15138.25,0.0,0.0,0,0
205,4,245694.84,245694.84,0.0,0.0,0.0,1,0
9,4,361559.69,361559.69,0.0,0.0,141302.12,1,0
156,1,259344.79,0.0,0.0,1732024.36,1991369.15,0,0
570,4,1021194.38,1021194.38,0.0,0.0,0.0,1,0
231,1,414604.28,11533.0,0.0,0.0,414604.28,0,0
43,1,161256.62,0.0,0.0,460425.18,621681.79,0,0
476,4,37394.15,37394.15,0.0,0.0,0.0,1,0
203,1,397272.11,0.0,0.0,1379671.19,1776943.3,0,0
718,4,8851.38,8851.38,0.0,0.0,0.0,1,0
281,3,11219.32,0.0,0.0,0.0,0.0,0,0
308,3,25693.43,7927.0,0.0,0.0,0.0,0,0
206,1,128300.66,84361.0,0.0,59717.77,30004.17,0,0
133,1,1159010.44,1159010.44,0.0,175085.52,1334095.97,1,0
382,3,13725.6,100338.0,86612.4,0.0,0.0,0,0
298,0,37562.83,8405480.88,8443043.71,2362412.46,2324849.63,0,0
353,3,5774.14,396086.0,390311.86,0.0,0.0,0,0
382,3,36606.21,0.0,0.0,0.0,0.0,0,0
561,1,615954.92,615954.92,0.0,3271323.95,3887278.88,1,0
325,3,13685.83,125.0,0.0,0.0,0.0,0,0
305,3,8649.65,0.0,0.0,0.0,0.0,0,0
233,1,592443.66,592443.66,0.0,69752.66,662196.32,1,0
301,3,24798.72,0.0,0.0,0.0,0.0,0,0
373,0,90359.33,1463316.86,1553676.2,3024947.81,2934588.47,0,0
395,3,15148.5,0.0,0.0,0.0,0.0,0,0
257,1,348634.16,20185.0,0.0,2877180.44,3225814.6,0,0
312,3,1443.27,100762.0,99318.73,0.0,0.0,0,0
183,1,379602.81,0.0,0.0,584305.9,963908.71,0,0
238,1,139453.84,101936.31,0.0,198278.62,337732.46,0,0
94,4,445257.43,445257.43,0.0,0.0,0.0,1,0
208,1,105252.79,507.0,0.0,194222.83,299475.62,0,0
283,3,14171.42,1074084.39,1059912.97,0.0,0.0,0,0
309,3,21310.0,0.0,0.0,0.0,0.0,0,0
355,4,152490.55,0.0,0.0,197848.16,350338.71,0,0
121,4,174296.71,174296.71,0.0,0.0,0.0,1,0
526,4,319883.28,319883.28,0.0,0.0,0.0,1,0
138,3,1177.46,36989.0,35811.54,0.0,0.0,0,0
143,1,32076.17,32076.17,0.0,905007.28,937083.46,1,0
10,3,11679.26,695919.01,684239.75,0.0,0.0,0,0
305,3,33434.48,50101.0,16666.52,0.0,0.0,0,0
161,4,144876.4,144876.4,0.0,0.0,0.0,1,0
489,4,107128.17,107128.17,0.0,0.0,0.0,1,0
164,1,82527.69,0.0,0.0,313630.03,502171.18,0,0
650,4,71666.93,71666.93,0.0,0.0,0.0,1,0
140,3,13198.54,23060.0,9861.46,0.0,0.0,0,0
393,3,7886.39,477346.0,469459.61,0.0,0.0,0,0
188,0,59479.25,15271553.72,15331032.97,226527.76,167048.51,0,0
405,1,242106.09,11205.0,0.0,8785015.94,9027122.03,0,0
140,3,34688.01,20663.29,0.0,0.0,0.0,0,0
352,0,204553.12,1692896.66,1897449.78,1186803.94,982250.82,0,0
589,1,225919.0,9976.0,0.0,595729.27,821648.26,0,0
380,3,8291.75,78078.0,69786.25,0.0,0.0,0,0
353,1,62986.59,0.0,0.0,1126925.12,1189911.7,0,0
130,4,1494432.21,1494432.21,0.0,0.0,0.0,1,0
504,1,1380940.73,1380940.73,0.0,185939.03,1566879.76,1,0
254,3,12130.54,793473.0,781342.46,0.0,0.0,0,0
43,4,670270.12,41322.0,0.0,322424.84,992694.96,0,0
188,3,1604.21,40447.0,38842.79,0.0,0.0,0,0
105,4,539087.79,539087.79,0.0,0.0,0.0,1,0
231,1,260313.78,0.0,0.0,436466.56,325793.87,0,0
448,1,72322.83,0.0,0.0,174455.21,246778.05,0,0
19,0,76583.07,12424.0,89007.07,802606.63,726023.56,0,0
554,4,353785.26,353785.26,0.0,0.0,0.0,1,0
687,1,296348.33,31010.0,0.0,0.0,296348.33,0,0
550,4,85303.24,85303.24,0.0,0.0,0.0,1,0
66,4,4631432.03,4631432.03,0.0,0.0,0.0,1,0
229,3,19519.2,87821.8,68302.6,0.0,0.0,0,0
12,3,262.6,164733.0,164470.4,0.0,0.0,0,0
180,1,38877.46,0.0,0.0,1388904.34,1427781.8,0,0
20,1,150712.66,0.0,0.0,320427.67,471140.33,0,0
155,1,177604.71,70518.0,0.0,80466.57,258071.28,0,0
253,3,6880.99,124441.62,117560.63,0.0,0.0,0,0
349,3,7431.22,0.0,0.0,0.0,0.0,0,0
229,3,2017.43,69562.66,67545.23,0.0,0.0,0,0
306,0,181171.75,243.0,181414.75,0.0,0.0,0,0
277,0,71533.17,1452655.43,1524188.6,98326.11,26792.94,0,0
134,4,688913.79,9918.0,0.0,423516.59,1112430.39,0,0
309,1,88615.42,11278.0,0.0,3617.75,92233.16,0,0
153,0,192162.97,849499.62,1041662.59,7036195.63,6844032.66,0,0
34,0,457487.92,41650.0,499137.92,66363.3,0.0,0,0
16,0,2813.11,0.0,2813.11,180203.1,177389.98,0,0
632,4,82209.71,82209.71,0.0,0.0,0.0,1,0
34,0,91042.83,2770646.98,2861689.81,165221.1,74178.26,0,0
322,1,153798.61,101093.0,0.0,0.0,153798.61,0,0
167,4,251140.96,251140.96,0.0,0.0,0.0,1,0
9,0,495555.58,19611714.65,20107270.23,607313.41,86068.74,0,0
238,1,158895.8,0.0,0.0,490288.03,649183.83,0,0
383,0,143882.01,20435197.62,20579079.64,1064921.07,921039.06,0,0
380,3,5466.03,0.0,0.0,0.0,0.0,0,0
659,0,75097.27,52961.0,128058.27,0.0,0.0,0,0
137,4,657409.4,0.0,0.0,5814678.88,6472088.27,0,0
111,1,98692.72,98692.72,0.0,67599.16,166291.88,1,0
283,3,93942.46,0.0,0.0,0.0,0.0,0,0
507,1,10000000.0,10000000.0,0.0,123242.63,10123242.63,1,0
551,1,483713.23,483713.23,0.0,11048671.02,11532384.25,1,0
164,1,209324.05,0.0,0.0,445213.47,654537.53,0,0
249,3,23100.96,4293.5,0.0,0.0,0.0,0,0
440,4,10000000.0,15049594.33,5049594.33,0.0,0.0,1,0
583,4,615398.61,615398.61,0.0,0.0,0.0,1,0
178,1,358382.3,51486.0,0.0,0.0,358382.3,0,0
12,3,20419.19,1830.0,0.0,0.0,0.0,0,0
251,3,1420.6,0.0,0.0,0.0,0.0,0,0
203,0,82117.44,774.0,82891.44,0.0,0.0,0,0
637,1,406177.89,5534.0,0.0,0.0,406177.89,0,0
564,4,3968964.4,3968964.4,0.0,0.0,0.0,1,0
544,0,82914.11,11220.0,94134.11,373996.4,291082.29,0,0
303,1,173561.49,50993.0,0.0,0.0,173561.49,0,0
445,4,2277862.67,2277862.67,0.0,0.0,0.0,1,0
522,1,144501.81,10868.0,0.0,1251200.99,1395702.8,0,0
644,4,70669.49,70669.49,0.0,0.0,0.0,1,0
351,1,331497.65,0.0,0.0,433317.12,971300.15,0,0
380,1,146859.05,5059.0,0.0,2053221.03,2200080.08,0,0
163,4,579798.89,22640.0,0.0,321964.57,901763.46,0,0
250,0,252816.9,5403132.14,5655949.04,2423408.02,2170591.12,0,0
160,3,26968.37,830966.4,803998.03,0.0,0.0,0,0
38,3,16380.99,308757.06,292376.07,0.0,0.0,0,0
379,1,405740.14,0.0,0.0,7723100.87,8105302.67,0,0
11,3,2523.7,0.0,0.0,0.0,0.0,0,0
279,1,163748.33,0.0,0.0,7347219.43,7510967.76,0,0
405,3,11009.74,500507.22,489497.48,0.0,0.0,0,0
255,0,113292.69,8725425.61,8838718.3,4783801.88,4670509.19,0,0
130,3,15630.39,18557.0,2926.61,0.0,0.0,0,0
141,3,4750.24,1969.0,0.0,0.0,0.0,0,0
159,0,63250.63,7410171.96,7473422.59,1083934.94,1020684.31,0,0
133,1,129035.95,21549.0,0.0,12940.83,141976.78,0,0
42,3,11038.29,116979.0,105940.71,0.0,0.0,0,0
182,0,305483.1,6227006.46,6532489.55,1829789.07,1524305.97,0,0
356,1,127469.39,0.0,0.0,321750.15,449219.53,0,0
522,3,1459.55,0.0,0.0,0.0,0.0,0,0
270,4,79712.37,79712.37,0.0,0.0,0.0,1,0
352,1,662537.87,103465.0,0.0,109520.84,772058.71,0,0
554,4,10000000.0,13576297.1,3576297.1,0.0,0.0,1,0
137,1,52883.64,0.0,0.0,3069307.06,3122190.7,0,0
207,1,429733.69,0.0,0.0,1993907.33,2423641.02,0,0
299,3,41461.34,0.0,0.0,0.0,0.0,0,0
236,3,958.93,0.0,0.0,0.0,0.0,0,0
131,1,6349.32,6404.0,54.68,0.0,6349.32,0,0
226,3,14979.09,75340.0,60360.91,0.0,0.0,0,0
701,4,79581.24,79581.24,0.0,0.0,0.0,1,0
249,1,3138.25,3138.25,0.0,249297.18,252435.43,1,0
372,1,155280.75,15144.0,0.0,516719.86,672000.6,0,0
500,0,223838.79,2896909.52,3120748.31,519631.82,295793.04,0,0
355,1,65031.88,0.0,0.0,118417.06,183448.94,0,0
448,3,22859.35,29483.0,6623.65,0.0,0.0,0,0
181,1,955505.54,955505.54,0.0,466930.46,1422436.0,1,0
377,1,16342.22,0.0,0.0,1321763.52,1338105.75,0,0
132,1,75714.75,0.0,0.0,93426.22,169140.98,0,0
396,3,24483.27,0.0,0.0,0.0,0.0,0,0
40,1,88757.58,54118.0,0.0,2120354.3,2209111.88,0,0
406,0,297240.91,2303677.57,2600918.48,330814.7,33573.79,0,0
278,3,15158.56,0.0,0.0,0.0,0.0,0,0
396,1,189245.76,26.0,0.0,1966199.49,2155445.25,0,0
307,1,22144.24,0.0,0.0,25307.76,47452.0,0,0
253,3,10507.24,8784.89,0.0,0.0,0.0,0,0
106,4,2708906.59,2708906.59,0.0,0.0,0.0,1,0
41,0,218120.47,77540.0,295660.47,649746.37,431625.9,0,0
431,1,966389.93,966389.93,0.0,0.0,966389.93,1,0
309,3,6991.11,23309.0,16317.89,0.0,0.0,0,0
232,4,398671.31,5061.0,0.0,35063.98,433735.28,0,0
258,3,1849.8,164.0,0.0,0.0,0.0,0,0
225,1,202451.91,11149.0,0.0,0.0,202451.91,0,0
718,1,371449.7,371449.7,0.0,22146.7,393596.39,1,0
298,1,233476.59,0.0,0.0,600183.95,833660.53,0,0
148,1,3733104.07,3733104.07,0.0,452523.69,4185627.77,1,0
77,4,819048.34,819048.34,0.0,0.0,0.0,1,0
155,1,160156.84,0.0,0.0,1851356.29,2011513.13,0,0
34,3,30666.05,0.0,0.0,0.0,0.0,0,0
644,4,228751.77,228751.77,0.0,0.0,0.0,1,0
356,1,68584.27,0.0,0.0,2604585.85,2673170.11,0,0
42,3,14681.52,19789.0,5107.48,0.0,0.0,0,0
14,1,212072.52,0.0,0.0,2076083.27,2141140.0,0,0
339,4,373531.87,373531.87,0.0,0.0,0.0,1,0
308,1,148507.06,0.0,0.0,325098.95,473606.01,0,0
142,3,1996.09,944.0,0.0,0.0,0.0,0,0
619,1,595854.2,595854.2,0.0,1794660.91,2390515.11,1,0
421,4,10000000.0,25455965.86,15455965.86,0.0,0.0,1,0
261,1,68563.24,25289.0,0.0,32710.28,101273.51,0,0
185,3,9083.24,72770.73,63687.48,0.0,0.0,0,0
129,1,109846.54,14581.0,0.0,0.0,109846.54,0,0
281,1,130371.1,0.0,0.0,6169807.57,6300178.68,0,0
23,3,15921.26,93288.0,77366.74,0.0,0.0,0,0
33,1,456190.27,3164.0,0.0,1363322.87,1819513.14,0,0
35,1,217701.94,113377.0,0.0,24792.75,242494.69,0,0
393,1,31364.15,200628.0,169263.85,6686329.87,6717694.01,0,0
407,3,1432.24,22429.0,20996.76,0.0,0.0,0,0
548,3,1886.85,3035.0,1148.15,0.0,0.0,0,0
403,3,4011.26,0.0,0.0,0.0,0.0,0,0
279,0,160494.33,1450696.38,1611190.72,196000.16,35505.82,0,0
275,1,2607790.58,2607790.58,0.0,7640097.83,10247888.41,1,0
581,1,2562459.56,2562459.56,0.0,0.0,2562459.56,1,0
399,1,199809.54,381.0,0.0,410416.67,610226.21,0,0
10,1,118791.47,0.0,0.0,395598.15,514389.62,0,0
11,3,21349.21,0.0,0.0,0.0,0.0,0,0
186,0,201579.48,2387350.68,2588930.16,469931.27,268351.79,0,0
163,1,109480.44,35608.0,0.0,414605.48,524085.92,0,0
371,0,97027.62,3897274.42,3994302.03,1144531.69,1047504.08,0,0
18,1,230960.0,115827.0,0.0,1801729.18,1854278.03,0,0
444,4,541486.74,541486.74,0.0,0.0,0.0,1,0
284,3,15239.22,3249.0,0.0,0.0,0.0,0,0
275,1,240728.73,61771.0,0.0,0.0,38291.23,0,0
232,1,33302.96,33302.96,0.0,0.0,33302.96,1,0
135,1,78613.56,51115.0,0.0,1809249.04,1887862.6,0,0
375,3,26265.64,0.0,0.0,0.0,0.0,0,0
261,0,167946.05,2336123.19,2504069.24,1992788.96,1824842.91,0,0
234,1,80336.26,80336.26,0.0,7378477.13,7458813.39,1,0
540,3,15614.16,0.0,0.0,0.0,0.0,0,0
41,1,581889.94,581889.94,0.0,359585.03,941474.97,1,0
20,0,164163.69,22431.0,186594.69,0.0,0.0,0,0
161,0,280402.09,7572403.81,7852805.9,845319.96,564917.87,0,0
697,4,1272493.9,1272493.9,0.0,0.0,0.0,1,0
489,1,934314.89,934314.89,0.0,0.0,934314.89,1,0
540,1,1989311.31,1989311.31,0.0,2475151.37,4464462.67,1,0
305,3,2406.15,2917.64,511.49,0.0,0.0,0,0
284,0,141549.37,30973.0,172522.37,249457.18,78555.58,0,0
34,1,338124.85,94319.0,0.0,295411.83,633536.68,0,0
371,1,22973.44,49831.35,26857.9,24619.93,47593.37,0,0
373,4,217372.32,0.0,0.0,415889.96,633262.28,0,0
236,1,73717.49,70966.0,0.0,0.0,73717.49,0,0
282,3,21002.91,0.0,0.0,0.0,0.0,0,0
15,1,211394.45,31304.0,0.0,248.0,211642.45,0,0
396,0,26674.27,2491466.12,2518140.39,3229073.16,3498771.98,0,0
195,1,127342.3,127342.3,0.0,0.0,127342.3,1,0
349,1,272084.91,101279.0,0.0,7768.16,279853.07,0,0
404,1,54749.05,0.0,0.0,296150.16,350899.21,0,0
403,0,342201.46,28950.0,371151.46,29404.1,0.0,0,0
109,1,126375.17,126375.17,0.0,0.0,126375.17,1,0
375,3,3946.52,61714.0,57767.48,0.0,0.0,0,0
437,1,207801.38,207801.38,0.0,0.0,207801.38,1,0
494,4,3642569.29,3642569.29,0.0,0.0,0.0,1,0
163,1,285918.58,7078.0,0.0,0.0,285918.58,0,0
672,4,330756.72,330756.72,0.0,0.0,0.0,1,0
281,1,41858.49,0.0,0.0,564428.77,606287.26,0,0
250,1,111154.51,138523.0,27368.49,461674.94,572829.45,0,0
461,1,227955.85,227955.85,0.0,2560547.71,2788503.56,1,0
180,1,32611.25,15257.28,0.0,574301.54,606912.78,0,0
331,3,1153.07,0.0,0.0,0.0,0.0,0,0
299,1,480200.93,0.0,0.0,1693370.2,2173571.13,0,0
163,1,347541.66,33293.0,0.0,0.0,347541.66,0,0
352,1,315721.26,165606.0,0.0,0.0,315721.26,0,0
298,1,150817.58,0.0,0.0,1164090.71,1314908.29,0,0
11,0,231609.62,416178.8,647788.41,502624.4,271014.78,0,0
180,0,180386.18,298943.0,479329.18,491914.58,311528.4,0,0
156,1,773696.12,773696.12,0.0,0.0,773696.12,1,0
278,1,177349.61,0.0,0.0,2619333.07,2796682.68,0,0
37,1,51265.97,0.0,0.0,87767.73,139033.7,0,0
472,4,653983.93,653983.93,0.0,0.0,0.0,1,0
537,1,1504.73,1504.73,0.0,26284.34,27789.07,1,0
159,3,465.24,0.0,0.0,0.0,0.0,0,0
380,0,278559.29,19094.0,297653.29,0.0,0.0,0,0
403,1,106189.36,2872.0,0.0,349754.69,455944.05,0,0
692,4,300603.52,70324.0,0.0,945162.99,1245766.51,0,0
186,3,8039.44,57691.0,49651.56,0.0,0.0,0,0
378,3,4745.06,0.0,0.0,0.0,0.0,0,0
325,4,12734331.43,0.0,0.0,53975232.8,66709564.23,0,0
468,1,1455382.05,1455382.05,0.0,216454.16,1671836.21,1,0
692,1,880661.14,880661.14,0.0,0.0,880661.14,1,0
497,1,3695429.98,3695429.98,0.0,223917.78,3919347.75,1,0
376,4,1818588.56,70967.0,0.0,59609.61,1878198.17,0,0
